,index,Tokens_originals,Originals,Sources,Originals_count,Sources_count,Sources_density,Originals_density,Sources_use_density
73,complex,{'complex': 2},"['Eiffel facilitates the analysis of static influence graphs in a more user friendly\rmanner (subjective scores). Users reported that Eiffel\rwas less complex and more visually pleasing.', 'The majority of the participants pre- ferred C the most because of its ""simple shape."" They found the shape of glyph A and B to be ""complex"" as the superquadric glyphs took a concave shape for the indefinite tensors. Some participants commented that they did not find it necessary to highlight indefinite tensors through this change in shape. Many participants said because of the ""simple shape"" of C it was easier to learn C compared to A and B. Few users found that the ""pointy feature"" of glyph A and B for indefinite tensors helped in better estimating the principal directions compared to the ""convex or rounded shape"" of C. Two users suggested that having a glyph with a similar ""pointy features"" of extended SQ glyph along all the principal directions will be better in estimating all the principal directions than the ""convex shape"" of glyph C.']","['https://dx.doi.org/10.1109/TVCG.2019.2906900', 'https://dx.doi.org/10.1109/TVCG.2020.2968911']",2,2,0.05714285714285714,0.05714285714285714,1.0
74,disorgan,{'disorganized': 1},"['Another participant commented, “Left graph uses too many colors which is distracting and messy,” which was coded as “disliked color, too many colors, disliked aesthetics, cluttered.”\n\nMany participants claimed that the cluttered graphs were “disorganized” and “visually unappealing.” ']",['https://dx.doi.org/10.1109/TVCG.2021.3068337'],1,1,0.02857142857142857,0.02857142857142857,1.0
75,unapp,{'unappealing': 1},"['Another participant commented, “Left graph uses too many colors which is distracting and messy,” which was coded as “disliked color, too many colors, disliked aesthetics, cluttered.”\n\nMany participants claimed that the cluttered graphs were “disorganized” and “visually unappealing.” ']",['https://dx.doi.org/10.1109/TVCG.2021.3068337'],1,1,0.02857142857142857,0.02857142857142857,1.0
76,insight,{'insight': 1},"['“I feel like this is providing useful insight and... the sentiment easily got me to the areas in the video where the user was confused.”-P5-1 Another reason was that “the icons and sentiments are very easy to understand.”-P4-1\n\n“I actually almost paid all of my attention on the scrolling speed. Compared to the icons, I definitely prefer to look at the visualizations.”-P1-2 “I looked at the peak of the waves of the scrolling speed just to double-check what was happening.”-P6-1 Also, P3-1 thought the scrolling speed was useful, but would like to see numbers instead of a relative scale from “slow” to “fast.” \n\nHowever, these two features were relatively less used. One reason was that “they are too far away from the video so while I’m watching the video I couldn’t see that information.”-P2-2 In addition, P4-2 mentioned “I didn’t really look at the scrolling speed, because I think this is not super relevant to this task.”\n\nInterestingly, participants also used a combination of different features to better locate segments that contained usability problems. “In the same column, if there were two or more icons that show abnormalities,\r I paid more attention to it because it’s more obvious.”-P1-2']",['https://dx.doi.org/10.1109/TVCG.2021.3114822'],1,1,0.02857142857142857,0.02857142857142857,1.0
77,prefer,{'prefer': 1},"['“I feel like this is providing useful insight and... the sentiment easily got me to the areas in the video where the user was confused.”-P5-1 Another reason was that “the icons and sentiments are very easy to understand.”-P4-1\n\n“I actually almost paid all of my attention on the scrolling speed. Compared to the icons, I definitely prefer to look at the visualizations.”-P1-2 “I looked at the peak of the waves of the scrolling speed just to double-check what was happening.”-P6-1 Also, P3-1 thought the scrolling speed was useful, but would like to see numbers instead of a relative scale from “slow” to “fast.” \n\nHowever, these two features were relatively less used. One reason was that “they are too far away from the video so while I’m watching the video I couldn’t see that information.”-P2-2 In addition, P4-2 mentioned “I didn’t really look at the scrolling speed, because I think this is not super relevant to this task.”\n\nInterestingly, participants also used a combination of different features to better locate segments that contained usability problems. “In the same column, if there were two or more icons that show abnormalities,\r I paid more attention to it because it’s more obvious.”-P1-2']",['https://dx.doi.org/10.1109/TVCG.2021.3114822'],1,1,0.02857142857142857,0.02857142857142857,1.0
78,relev,{'relevant': 1},"['“I feel like this is providing useful insight and... the sentiment easily got me to the areas in the video where the user was confused.”-P5-1 Another reason was that “the icons and sentiments are very easy to understand.”-P4-1\n\n“I actually almost paid all of my attention on the scrolling speed. Compared to the icons, I definitely prefer to look at the visualizations.”-P1-2 “I looked at the peak of the waves of the scrolling speed just to double-check what was happening.”-P6-1 Also, P3-1 thought the scrolling speed was useful, but would like to see numbers instead of a relative scale from “slow” to “fast.” \n\nHowever, these two features were relatively less used. One reason was that “they are too far away from the video so while I’m watching the video I couldn’t see that information.”-P2-2 In addition, P4-2 mentioned “I didn’t really look at the scrolling speed, because I think this is not super relevant to this task.”\n\nInterestingly, participants also used a combination of different features to better locate segments that contained usability problems. “In the same column, if there were two or more icons that show abnormalities,\r I paid more attention to it because it’s more obvious.”-P1-2']",['https://dx.doi.org/10.1109/TVCG.2021.3114822'],1,1,0.02857142857142857,0.02857142857142857,1.0
79,show,{'show': 2},"['“I feel like this is providing useful insight and... the sentiment easily got me to the areas in the video where the user was confused.”-P5-1 Another reason was that “the icons and sentiments are very easy to understand.”-P4-1\n\n“I actually almost paid all of my attention on the scrolling speed. Compared to the icons, I definitely prefer to look at the visualizations.”-P1-2 “I looked at the peak of the waves of the scrolling speed just to double-check what was happening.”-P6-1 Also, P3-1 thought the scrolling speed was useful, but would like to see numbers instead of a relative scale from “slow” to “fast.” \n\nHowever, these two features were relatively less used. One reason was that “they are too far away from the video so while I’m watching the video I couldn’t see that information.”-P2-2 In addition, P4-2 mentioned “I didn’t really look at the scrolling speed, because I think this is not super relevant to this task.”\n\nInterestingly, participants also used a combination of different features to better locate segments that contained usability problems. “In the same column, if there were two or more icons that show abnormalities,\r I paid more attention to it because it’s more obvious.”-P1-2', 'comments sorted under ""Visibility"" (from additional content of the paper):\n\nEasy to find the names\nHard/confusing to find people\nEverything is visible\nI cannot see everything at once/I want to zoom out or summarization view\nSummary of selections needed\nTook too much space\nCrowded view\nHaving a big map is convenient\nConfusing to have several maps\nIt shows things better']","['https://dx.doi.org/10.1109/TVCG.2021.3114822', 'https://dx.doi.org/10.1109/TVCG.2022.3209480']",2,2,0.05714285714285714,0.05714285714285714,1.0
80,balanc,{'balance': 2},"['The qualitative feedback showed that people appreciated these animations because they enriched the story content (e.g., “it works very well with the content of the graph and the story behind it.”), enticed reading (e.g., “caught my attention and made me want to read more.”), and were well designed (e.g., “I think these strike the best balance of being readable and aesthetically appealing.”)', 'The usability is high because mixed layout ‘manages to mitigate view occlusion’ (P7) compared with embedded layout, and relates views to their referents more intuitively than linked layout that ‘confuses me on the mapping rules between views and referents’ (P11).\n\nSome participants recommended mixed layout as ‘balanced layout’ (P3), which benefits both ‘context-awareness and multiple-view analysis’ (P10). Interestingly, the participants gave a relatively low rating on level of analytics. Here, a main reason is that mixed layout arranges views out of FOV in the complex scene, which is not ideal for analytics.']","['https://dx.doi.org/10.1109/TVCG.2021.3114775', 'https://dx.doi.org/10.1109/TVCG.2022.3209475']",2,2,0.05714285714285714,0.05714285714285714,1.0
81,occlus,{'occlusion': 1},"['The usability is high because mixed layout ‘manages to mitigate view occlusion’ (P7) compared with embedded layout, and relates views to their referents more intuitively than linked layout that ‘confuses me on the mapping rules between views and referents’ (P11).\n\nSome participants recommended mixed layout as ‘balanced layout’ (P3), which benefits both ‘context-awareness and multiple-view analysis’ (P10). Interestingly, the participants gave a relatively low rating on level of analytics. Here, a main reason is that mixed layout arranges views out of FOV in the complex scene, which is not ideal for analytics.']",['https://dx.doi.org/10.1109/TVCG.2022.3209475'],1,1,0.02857142857142857,0.02857142857142857,1.0
82,crowd,{'crowded': 1},"['comments sorted under ""Visibility"" (from additional content of the paper):\n\nEasy to find the names\nHard/confusing to find people\nEverything is visible\nI cannot see everything at once/I want to zoom out or summarization view\nSummary of selections needed\nTook too much space\nCrowded view\nHaving a big map is convenient\nConfusing to have several maps\nIt shows things better']",['https://dx.doi.org/10.1109/TVCG.2022.3209480'],1,1,0.02857142857142857,0.02857142857142857,1.0
83,conveni,{'convenient': 1},"['comments sorted under ""Visibility"" (from additional content of the paper):\n\nEasy to find the names\nHard/confusing to find people\nEverything is visible\nI cannot see everything at once/I want to zoom out or summarization view\nSummary of selections needed\nTook too much space\nCrowded view\nHaving a big map is convenient\nConfusing to have several maps\nIt shows things better']",['https://dx.doi.org/10.1109/TVCG.2022.3209480'],1,1,0.02857142857142857,0.02857142857142857,1.0
