seed,Answers_count,submitdate,lastpage,Age,Gender,Education,English_primary,English_fluent,refurl,colorDeficiency,colorDeficiency_comment_,rand,ATaskRV,ATaskFE,ATaskTopic,answerA,answerA_other_,attentionCheckA,clearDataA,clearDataA_other_,clearRepresentA,clearRepresentA_other_,crowdA,complexA,confidA,confusA,messiA,deciphA,distinguishA,distinguishA_other_,distractA,effectA,effectA_other_,findA,findA_other_,identifiA,identifiA_other_,informA,lostA,meanElemA,meanOveralA,obviousA,organizA,organizA_other_,representA,readA,readA_other_,readablA,readablA_other_,seeA,simplA,simplA_other_,understandEasiA,understandQuickA,valuA,valuA_other_,visiblA,BTaskRV,BTaskFCT,BTaskTopic,answerB,answerB_other_,attentionCheckB,clearDataB,clearRepresentB,crowdB,complexB,complexB_other_,confidB,confusB,messiB,messiB_other_,deciphB,deciphB_other_,distinguishB,distractB,distractB_other_,effectB,findB,identifiB,informB,lostB,lostB_other_,meanElemB,meanOveralB,obviousB,organizB,representB,readB,readablB,readablB_other_,seeB,seeB_other_,simplB,understandEasiB,understandQuickB,valuB,visiblB,CTaskFE,CTaskMC,CTaskTopic,CTopicError,CTaskTopicTryAgain,answerC,attentionCheckC,clearDataC,clearRepresentC,clearRepresentC_other_,crowdC,complexC,confidC,confusC,confusC_other_,messiC,deciphC,distinguishC,distinguishC_other_,distractC,distractC_other_,effectC,findC,identifiC,informC,informC_other_,lostC,meanElemC,meanOveralC,obviousC,obviousC_other_,organizC,representC,representC_other_,readC,readC_other_,readablC,seeC,seeC_other_,simplC,understandEasiC,understandQuickC,understandQuickC_other_,valuC,valuC_other_,visiblC,visiblC_other_,DTaskFE,DTaskMC,DTaskTopic,DTopicError,DTaskTopicTryAgain,answerD,attentionCheckD,clearDataD,clearRepresentD,crowdD,crowdD_other_,complexD,complexD_other_,confidD,confidD_other_,confusD,confusD_other_,messiD,deciphD,deciphD_other_,distinguishD,distinguishD_other_,distractD,effectD,effectD_other_,findD,identifiD,identifiD_other_,informD,lostD,meanElemD,meanElemD_other_,meanOveralD,meanOveralD_other_,obviousD,organizD,organizD_other_,representD,representD_other_,readD,readD_other_,readablD,readablD_other_,seeD,simplD,simplD_other_,understandEasiD,understandEasiD_other_,understandQuickD,understandQuickD_other_,valuD,valuD_other_,visiblD,visiblD_other_,interviewtime,CF001Time,colorDeficiencyTime,IntroTime,ATaskRVTime,ATaskFETime,ATaskTopicTime,answerATime,attentionCheckATime,clearDataATime,clearRepresentATime,crowdATime,complexATime,confidATime,confusATime,messiATime,deciphATime,distinguishATime,distractATime,effectATime,findATime,identifiATime,informATime,lostATime,meanElemATime,meanOveralATime,obviousATime,organizATime,representATime,readATime,readablATime,seeATime,simplATime,understandEasiATime,understandQuickATime,valuATime,visiblATime,BTaskRVTime,BTaskFCTTime,BTaskTopicTime,answerBTime,attentionCheckBTime,clearDataBTime,clearRepresentBTime,crowdBTime,complexBTime,confidBTime,confusBTime,messiBTime,deciphBTime,distinguishBTime,distractBTime,effectBTime,findBTime,identifiBTime,informBTime,lostBTime,meanElemBTime,meanOveralBTime,obviousBTime,organizBTime,representBTime,readBTime,readablBTime,seeBTime,simplBTime,understandEasiBTime,understandQuickBTime,valuBTime,visiblBTime,CTaskFETime,CTaskMCTime,CTaskTopicTime,CTopicErrorTime,CTaskTopicTryAgainTime,answerCTime,attentionCheckCTime,clearDataCTime,clearRepresentCTime,crowdCTime,complexCTime,confidCTime,confusCTime,messiCTime,deciphCTime,distinguishCTime,distractCTime,effectCTime,findCTime,identifiCTime,informCTime,lostCTime,meanElemCTime,meanOveralCTime,obviousCTime,organizCTime,representCTime,readCTime,readablCTime,seeCTime,simplCTime,understandEasiCTime,understandQuickCTime,valuCTime,visiblCTime,DTaskFETime,DTaskMCTime,DTaskTopicTime,DTopicErrorTime,DTaskTopicTryAgainTime,answerDTime,attentionCheckDTime,clearDataDTime,clearRepresentDTime,crowdDTime,complexDTime,confidDTime,confusDTime,messiDTime,deciphDTime,distinguishDTime,distractDTime,effectDTime,findDTime,identifiDTime,informDTime,lostDTime,meanElemDTime,meanOveralDTime,obviousDTime,organizDTime,representDTime,readDTime,readablDTime,seeDTime,simplDTime,understandEasiDTime,understandQuickDTime,valuDTime,visiblDTime,ETaskRV,ETaskCl,ETaskTopic,answerE,answerE_other_,attentionCheckE,clearDataE,clearRepresentE,crowdE,complexE,confidE,confusE,messiE,deciphE,distinguishE,distractE,effectE,findE,identifiE,informE,lostE,meanElemE,meanElemE_other_,meanOveralE,obviousE,obviousE_other_,organizE,representE,readE,readablE,seeE,simplE,understandEasiE,understandQuickE,valuE,valuE_other_,visiblE,FTaskRV,FTaskFCT,FTaskTopic,answerF,attentionCheckF,clearDataF,clearRepresentF,crowdF,complexF,confidF,confusF,messiF,deciphF,distinguishF,distractF,effectF,findF,identifiF,informF,lostF,meanElemF,meanOveralF,obviousF,organizF,organizF_other_,representF,readF,readablF,seeF,simplF,understandEasiF,understandQuickF,valuF,visiblF,ETaskRVTime,ETaskClTime,ETaskTopicTime,answerETime,attentionCheckETime,clearDataETime,clearRepresentETime,crowdETime,complexETime,confidETime,confusETime,messiETime,deciphETime,distinguishETime,distractETime,effectETime,findETime,identifiETime,informETime,lostETime,meanElemETime,meanOveralETime,obviousETime,organizETime,representETime,readETime,readablETime,seeETime,simplETime,understandEasiETime,understandQuickETime,valuETime,visiblETime,FTaskRVTime,FTaskFCTTime,FTaskTopicTime,answerFTime,attentionCheckFTime,clearDataFTime,clearRepresentFTime,crowdFTime,complexFTime,confidFTime,confusFTime,messiFTime,deciphFTime,distinguishFTime,distractFTime,effectFTime,findFTime,identifiFTime,informFTime,lostFTime,meanElemFTime,meanOveralFTime,obviousFTime,organizFTime,representFTime,readFTime,readablFTime,seeFTime,simplFTime,understandEasiFTime,understandQuickFTime,valuFTime,visiblFTime,FTopicError,FTaskTopicTryAgain,seeF_other_,FTopicErrorTime,FTaskTopicTryAgainTime,clearDataE_other_,clearRepresentE_other_,complexE_other_,confidE_other_,distinguishE_other_,distractE_other_,effectE_other_,informE_other_,lostE_other_,meanOveralE_other_,organizE_other_,representE_other_,readE_other_,readablE_other_,seeE_other_,simplE_other_,understandEasiE_other_,understandQuickE_other_,visiblE_other_,answerF_other_,clearDataF_other_,complexF_other_,confidF_other_,confusF_other_,messiF_other_,deciphF_other_,distinguishF_other_,findF_other_,lostF_other_,meanOveralF_other_,readF_other_,simplF_other_,understandQuickF_other_,visiblF_other_
137777602085,82,2023-12-19 23:53:03,147,37.0,Man (including Trans Male/Trans Man),High school diploma/A-levels,True,True,https://app.prolific.com/,No,,1.0,20.76 Mbps,Papua New Guinea,Broadband downloading speed in Oceania,Strongly agree,,Slightly agree,Agree,,Agree,,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,,Agree,Strongly agree,,Agree,,Strongly agree,,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Strongly agree,Agree,,Agree,,Agree,Strongly agree,,Agree,Strongly agree,Agree,,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.61,7.03,4.42,5.45,19.57,20.38,8.71,6.11,4.03,5.2,6.22,5.35,4.82,5.53,13.25,4.56,8.13,7.09,6.6,5.49,3.23,3.72,3.99,3.86,20.72,5.07,3.91,4.41,4.8,4.26,10.04,8.55,7.25,3.89,5.63,3.21,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104157149082,82,2023-12-19 17:37:46,147,33.0,Woman (including Trans Female/Trans Woman),Technical/community college,True,True,https://app.prolific.com/,No,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55$,Increasing,Evolution of fruits prices between January and March,Agree,,Slightly agree,Slightly agree,Agree,Agree,Agree,,Strongly agree,Agree,Slightly disagree,,Agree,,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,,Agree,Strongly agree,Agree,Slightly agree,Agree,Agree,Agree,,Agree,,Slightly agree,Agree,Slightly agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.29,80.78,33.4,78.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.64,37.11,83.07,25.75,52.47,5.41,5.34,10.48,3.89,4.69,15.51,8.69,4.34,106.5,7.05,4.61,5.0,99.86,3.67,4.34,3.97,8.0,104.9,6.0,58.91,8.83,28.62,4.6,7.45,3.25,6.42,5.09,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193567932475,82,2023-12-21 09:37:37,147,42.0,Woman (including Trans Female/Trans Woman),Technical/community college,True,True,https://app.prolific.com/,No,,1.0,20.76 Mbps,Papua New Guinea,Broadband downloading speed in Oceania,Agree,,Slightly agree,Agree,,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,,Agree,,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,,Agree,,Agree,Agree,,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.94,9.1,12.3,19.12,22.64,18.86,8.09,5.31,8.34,4.32,4.98,8.03,8.15,4.03,4.81,13.43,5.15,7.71,5.5,4.68,3.87,5.08,4.17,4.66,7.04,6.54,5.04,3.83,4.13,5.07,4.92,7.27,4.19,3.7,3.37,5.65,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128990778719,82,2023-12-19 00:21:58,147,22.0,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),True,True,https://app.prolific.com/,No,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing,True,Average distribution of European households’ spendings,,,Agree,Slightly agree,Disagree,Disagree,Slightly agree,,Disagree,,Agree,,Disagree,,Slightly disagree,Neutral,,Slightly agree,,Slightly disagree,Neutral,,Slightly disagree,Neutral,,Neutral,Strongly disagree,Agree,,Agree,,Slightly agree,Disagree,,Slightly disagree,,Slightly disagree,,Strongly disagree,,Strongly disagree,Disagree,,Slightly agree,,Slightly agree,,Disagree,,Disagree,,331.31,9.85,15.1,55.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,17.82,12.76,,,7.18,5.38,5.76,6.64,4.92,3.76,3.89,4.56,3.73,7.24,8.39,4.98,4.24,4.34,5.76,4.46,4.94,6.67,5.91,3.83,2.9,4.89,3.81,5.36,6.06,17.62,4.59,3.41,6.31,18.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189652423712,82,2023-12-18 09:59:58,147,68.0,Woman (including Trans Female/Trans Woman),Doctorate degree (PhD/other),True,True,https://app.prolific.com/,No,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55$,Increasing,Evolution of fruits prices between January and March,Strongly agree,,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,,Strongly agree,Strongly agree,Agree,,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.07,59.04,32.47,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.89,31.8,11.57,20.73,12.62,16.03,13.3,12.65,8.9,11.48,10.88,17.26,10.24,11.53,10.29,10.75,7.72,19.59,8.64,12.69,8.0,6.62,13.99,6.59,46.47,7.72,7.2,10.48,7.17,6.62,7.03,12.54,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188294898648,82,2023-12-21 21:44:49,147,43.0,Man (including Trans Male/Trans Man),High school diploma/A-levels,True,True,https://app.prolific.com/,No,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing,True,Average distribution of European households’ spendings,,,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly disagree,,Disagree,,Slightly agree,,Slightly agree,,Disagree,Disagree,,Slightly agree,,Slightly agree,Strongly agree,,Slightly agree,Slightly disagree,,Slightly disagree,Disagree,Slightly agree,,Slightly agree,,Slightly agree,Slightly agree,,Agree,,Slightly disagree,,Slightly agree,,Disagree,Slightly disagree,,Slightly agree,,Disagree,,Agree,,Strongly disagree,,296.6,21.37,9.1,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87,20.39,9.76,,,6.04,8.59,5.7,5.75,5.52,4.37,5.9,6.71,4.84,18.18,6.1,10.12,7.6,5.91,6.85,4.84,6.09,5.2,4.0,4.82,6.62,4.34,4.53,3.97,4.73,5.91,6.0,10.27,9.46,13.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118973339337,82,2023-12-21 21:15:17,147,28.0,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),True,True,https://app.prolific.com/,No,,1.0,20.76 Mbps,Papua New Guinea,Broadband downloading speed in Oceania,Strongly agree,,Slightly agree,Strongly agree,,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,,Strongly agree,,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.98,7.56,10.67,62.23,84.5,10.57,12.84,4.84,7.98,7.06,5.05,5.37,5.65,4.96,4.66,4.64,4.03,7.58,3.74,10.97,4.12,4.2,3.99,6.35,5.56,3.96,4.27,4.15,3.58,6.12,4.23,4.75,4.8,4.61,4.28,17.92,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86267314457,82,2023-12-19 23:18:40,147,35.0,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),True,True,https://app.prolific.com/,No,,1.0,20.76 Mbps,Papua New Guinea,Broadband downloading speed in Oceania,Strongly agree,,Slightly agree,Strongly agree,,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.64,16.71,10.3,4.88,18.37,36.12,11.1,20.18,5.24,5.13,12.61,4.54,46.7,18.4,31.21,8.92,6.51,7.29,6.57,8.55,4.25,3.76,6.2,12.69,6.1,7.79,19.14,21.4,4.69,13.63,6.25,8.66,3.98,4.21,7.39,3.64,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93477562472,82,2023-12-18 11:04:59,147,48.0,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),True,True,https://app.prolific.com/,No,,1.0,20.76 Mbps,Papua New Guinea,Broadband downloading speed in Oceania,Strongly agree,,Slightly agree,Agree,,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Agree,,Strongly agree,,Agree,,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,,Agree,Strongly agree,,Strongly agree,,Strongly agree,Agree,,Strongly agree,Agree,Agree,,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.83,13.01,6.61,17.72,31.88,14.94,7.55,4.72,6.85,6.58,6.55,4.41,4.27,5.63,4.74,5.36,7.51,6.29,5.79,7.32,4.44,6.86,6.63,5.88,5.17,8.82,4.85,9.72,5.64,4.34,4.38,5.29,10.37,6.08,4.57,5.69,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631763950,82,2023-12-20 00:06:04,147,72.0,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,True,True,https://app.prolific.com/,No,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing,True,Average distribution of European households’ spendings,,,Agree,Slightly agree,Agree,Agree,Agree,,Slightly agree,,Agree,,Agree,,Agree,Agree,,Strongly agree,,Agree,Agree,,Agree,Agree,,Agree,Agree,Agree,,Strongly agree,,Agree,Agree,,Agree,,Agree,,Agree,,Agree,Agree,,Agree,,Slightly agree,,Agree,,Agree,,482.01,29.12,18.81,74.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.16,15.98,8.87,,,4.68,5.97,4.53,4.68,9.04,6.16,3.85,4.07,5.58,7.25,10.34,4.98,5.08,6.54,5.86,5.3,13.89,7.55,7.53,4.56,73.49,10.17,5.51,5.01,5.15,3.87,6.69,11.05,5.88,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185679745634,82,2023-12-19 17:25:45,147,41.0,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),True,True,https://app.prolific.com/,No,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing,True,Average distribution of European households’ spendings,,,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,,Agree,,Strongly agree,,Agree,,Strongly disagree,Slightly disagree,,Disagree,,Strongly disagree,Slightly disagree,,Slightly disagree,Slightly disagree,,Disagree,Slightly agree,Strongly agree,,Strongly agree,,Strongly agree,Slightly disagree,,Strongly agree,,Slightly disagree,,Slightly agree,,Slightly disagree,Slightly disagree,,Agree,,Slightly agree,,Strongly disagree,,Disagree,,263.57,10.96,10.04,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.06,16.87,9.06,,,7.09,3.76,3.26,5.48,5.0,5.11,3.81,5.31,3.97,7.49,6.7,4.89,5.46,7.14,9.18,4.86,6.83,5.12,3.55,3.8,6.69,5.15,4.82,5.41,8.09,4.27,6.46,4.9,6.03,19.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143831952192,82,2023-12-20 16:48:30,147,51.0,Man (including Trans Male/Trans Man),High school diploma/A-levels,True,True,https://app.prolific.com/,No,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,more from China,Distribution of students enrolled in an online program,,,Neutral,Slightly agree,Agree,Agree,,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,,Agree,Slightly agree,Agree,,Slightly disagree,,Agree,Slightly agree,Slightly agree,Neutral,,Slightly agree,Agree,Agree,Agree,,Agree,Slightly agree,,Neutral,,Agree,Slightly disagree,,Neutral,Slightly agree,Slightly agree,,Neutral,,Slightly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.93,89.54,24.39,35.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.72,27.52,23.86,,,12.03,29.13,14.33,11.21,16.56,13.44,18.08,49.7,32.54,13.39,16.05,19.39,8.91,11.8,8.17,20.81,10.76,18.29,10.03,29.01,11.01,11.21,66.49,8.67,11.65,21.03,9.23,19.99,22.64,75.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
